Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
incia-natural-deodorant-for-sensitive-skin,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_647d49d2a2f349429ac4147ae0c0e059~mv2.webp,5,
incia-natural-deodorant-for-sensitive-skin,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_d9801313654f4e5080f6c2896ea4d088~mv2.webp,6,
incia-cream-for-dry-skin,INCIA Intensive Repair Care Cream for Dry Skin,"<p>INCIA Intensive Repair Care Cream for Dry Skin — 100% Natural Moisturiser for Very Dry &amp; Chapped Skin Deeply repair and restore even the most severely dry skin with INCIA Intensive Repair Care Cream. This 100% natural, paraben-free moisturising cream is specially formulated to work with your skin's natural barrier — not against it. Free from paraffin and alcohol that suffocate pores or dry out skin, this clean formula supports the skin's natural self-repair process while delivering intensive, long-lasting moisture. Key Benefits:• Intensively moisturises and repairs very dry, chapped and dehydrated skin• Does not contain paraffin or alcohol — does not suffocate or dry out skin• Supports the skin's natural flora and barrier function• Stimulates the skin's natural self-repairing ability• Suitable for dry areas: hands, elbows, heels, knees and face• Free from parabens, mineral oils, synthetic fragrances and artificial preservatives• Suitable for adults, children and sensitive skin types• Cruelty-free Why Choose INCIA Intensive Repair Cream?Most standard moisturising creams contain paraffin (mineral oil) which creates a temporary occlusive layer that can clog pores and disrupt skin microbiome, or alcohol which dries out the skin over time. INCIA's natural formula genuinely nourishes and repairs by supporting the skin's natural barrier function without any of these harmful additives. Ideal for UK winters when skin needs real repair, not just temporary comfort. Available in 50ml tube.</p>",INCIA,Personal Care,personal-care,TRUE,Title,Default Title,MINC-000100,,continue,manual,9,TRUE,TRUE,https://static.wixstatic.com/media/bf3c53_827e1ef8689946f595aae6b4b7abcd2d~mv2.webp,1,active
incia-cream-for-dry-skin,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_9864ee66c4c64995b6659ca5be44c3f0~mv2.webp,2,
incia-cream-for-dry-skin,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_118a78a22c0b428db51748e0f179be85~mv2.webp,3,
incia-cream-for-dry-skin,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_f7677d71669040fd854ef4d99df6bb44~mv2.webp,4,
incia-cream-for-dry-skin,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_9022dfde05d44856a1b2ccc4d51b2053f002.jpg,5,
incia-cream-for-dry-skin-and-eczema,INCIA Nourishing and Hydrating Gel for Dry Skin,"<p>INCIA Nourishing and Hydrating Gel for Dry Skin — Rich Natural Moisturiser with Shea Butter &amp; Asiatic Acid Rescue and restore dry, dehydrated skin with INCIA Nourishing and Hydrating Gel. This 100% natural, multi-purpose moisturising gel is enriched with a powerful blend of olive oil, beeswax, shea butter, St. John's Wort oil and asiatic acid — working together to deeply nourish, protect and regenerate even the driest, most sensitive skin. Suitable for babies, children and adults alike. Key Benefits:• Shea butter — rich in vitamins A and E, stimulates cell renewal and deep nourishment• Beeswax — hydrating and anti-inflammatory, forms a protective barrier on the skin• Asiatic acid — used in traditional medicine for centuries, supports new skin cell production• St. John's Wort oil — calming and healing for irritated, sensitive skin• Olive oil and soy glycerides — deeply moisturising without clogging pores• Suitable for babies, sensitive skin, dry skin and eczema-prone skin• Free from parabens, mineral oils, synthetic fragrances and artificial preservatives Why Choose INCIA Nourishing Gel?Dry skin needs more than just surface hydration — it needs a blend of nourishing oils and actives that work deep within the skin's layers. INCIA combines traditional healing ingredients like asiatic acid and St. John's Wort with proven skin-nourishing oils and beeswax to create a formula that genuinely repairs and protects dry skin, not just temporarily masks dryness. Available in 150ml.</p>",INCIA,Personal Care,personal-care,TRUE,Title,Default Title,MINC-000112,,continue,manual,9,TRUE,TRUE,https://static.wixstatic.com/media/bf3c53_d4d810944d32447db6d7c5e411f7cae7~mv2.png,1,active
incia-cream-for-dry-skin-and-eczema,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_08f3bcf0c1f94e7cb9ec29ad12f7890a~mv2.png,2,
incia-cream-for-dry-skin-and-eczema,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_a14fe8cacafe4ad5898d30f6f2747b4e~mv2.webp,3,
incia-cream-for-dry-skin-and-eczema,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_f7a2270bcf14429d89e104ab2c8e7015~mv2.jpg,4,
incia-cream-for-dry-skin-and-eczema,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_6ddf8b5210fa4ffcadbdb26003120948~mv2.jpg,5,
incia-cream-for-dry-skin-and-eczema,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_b28d9c4a5d3a4844ad5c7f8cd51cb08a~mv2.jpg,6,
incia-cream-for-dry-skin-and-eczema,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_98c5782792724716bd5fb8370fcca3f9~mv2.jpg,7,
incia-cream-for-dry-skin-and-eczema,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_304aec4b950841cb85ab7b9c34b8db06~mv2.jpg,8,
incia-sos-stick,INCIA SOS Stick,"<p>INCIA SOS Stick — Intensive Natural Healing Balm for Dry, Cracked &amp; Damaged Skin The ultimate multitasking natural remedy for skin that needs urgent rescue. INCIA SOS Stick is a concentrated, 100% natural healing balm packed with 9 powerful botanical oils and butters — including rare sea buckthorn oil, shea butter, calendula oil and St. John's Wort — to deeply repair, soothe and protect even the most cracked, dry or irritated skin. Key Benefits:• Sea buckthorn oil — rich in Omega-7, promotes rapid cell regeneration• St. John's Wort oil — traditionally used to soothe inflamed and irritated skin• Calendula oil — calming and healing for sensitive and reactive skin• Shea butter — deeply nourishing and long-lasting moisture barrier• Evening primrose &amp; borage oil — essential fatty acids for skin repair• Vitamin E — natural antioxidant to protect and renew skin cells• Beeswax — forms a protective barrier to lock in moisture• Free from parabens, mineral oils, artificial fragrances and preservatives• Cruelty-free formula Why Choose INCIA SOS Stick?Whether it's cracked heels, chapped lips, dry cuticles, rough elbows or irritated patches, INCIA SOS Stick delivers rapid, natural relief. This concentrated stick format means no mess, perfect portability and precise application — ideal for handbag, gym bag or travel. A true SOS for skin that needs instant care. Available in 9.5g solid stick.</p>",INCIA,Personal Care,personal-care,TRUE,Title,Default Title,MINC-000102,,continue,manual,9.5,TRUE,TRUE,https://static.wixstatic.com/media/bf3c53_93c25fe67c184c8fadae0a006b289efa~mv2.webp,1,active
incia-sos-stick,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_64702563f73e49cfba3336a44acafffc~mv2.webp,2,
incia-sos-stick,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_0f6e9cf8a927497f91138650a383d394~mv2.jpg,3,
incia-sos-stick,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_a8f271b61a1545ee87463aa8452bc54c~mv2.jpg,4,
incia-sos-stick,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_499acbe56754411592d8d4573f83eaa5~mv2.jpg,5,
incia-sos-stick,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_74358cc885b8401ab51bddb49d0458ec~mv2.webp,6,
incia-sos-stick,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_d7719545569a491a95363c565ffc906b~mv2.webp,7,
incia-sos-stick,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_d769d5f35799435cb9175e7357c2cc9df002.jpg,8,
incia-sunscreen-stick-spf-50-with-mineral-filters,INCIA Sunscreen Stick SPF 50+ With Mineral Filters,"<p>The trusted, natural protection of INCIA in a convenient stick form. This allows you to apply it safely without your hands getting sticky. Handy for your handbag, on the go, during winter sports, or simply for a day at the beach.Naturally, this sunscreen stick is also 100% natural, free from harmful ingredients, and safe for even the most sensitive skin. This makes it suitable for all skin types, babies, and people with eczema.	Safe for lips and face – specially developed for the most sensitive skin areas	Nourishes, softens and hydrates – thanks to shea butter, olive oil and calendula	SPF 50+ broad-spectrum – protection against UVA and UVB radiation	Without synthetic perfume and 100% natural – without synthetic fragrances or colorantsWhy a mineral sun filter?The skin on your face is extra sensitive, especially around your lips, eyes, and nose. Chemical sunscreens can irritate this delicate skin and disrupt its natural balance because they are absorbed by the skin and enter your body.Therefore, the INCIA sunscreen stick contains exclusively mineral filters: non-nano zinc oxide and titanium dioxide. These safe mineral filters reflect UV rays without penetrating the skin. They remain on the skin as a protective layer, thus reflecting the sun's rays.With shea butter, olive oil and calendulaThis sunscreen stick cares for sensitive skin with the power of nature:	Shea butter – Rich in fatty acids and antioxidants for deep hydration	Olive oil – Supports the skin barrier with vitamin E and natural antioxidants	Calendula (marigold oil) – Soothes red or irritated skin, ideal for sun sensitivity	St. John's Wort Oil – Known for its restorative effect on stressed skin	Sunflower wax – Prevents moisture loss and keeps the skin supple and softBroad-spectrum sun protectionThe INCIA Sunscreen Stick offers broad-spectrum protection, which means your skin is protected against both UVA and UVB radiation.Content per stick: 15g</p>",INCIA,Sun Care,sun-care,TRUE,Title,Default Title,MINC-000123,,continue,manual,14.5,TRUE,TRUE,https://static.wixstatic.com/media/bf3c53_3afc40d5b7714048b3e4385530a661a5~mv2.jpg,1,active
incia-sunscreen-stick-spf-50-with-mineral-filters,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_87a007b3d6b849bfad26c214e5321c0b~mv2.png,2,
incia-sunscreen-stick-spf-50-with-mineral-filters,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_8c280c9dc3a9475a828e557d156de4d9~mv2.webp,3,
incia-sunscreen-stick-spf-50-with-mineral-filters,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_7c3bd1b3b0cf4cbdba760e9d6c9cb1d1~mv2.webp,4,
incia-sunscreen-stick-spf-50-with-mineral-filters,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_5b77ab2be1fe4ceab93661d59a7bb532~mv2.png,5,
incia-sunscreen-stick-spf-50-with-mineral-filters,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/bf3c53_e4ea7c88d35b492c9b0723f74b409a23f002.jpg,6,
